projectId	number	author	createdAt	labels	title	title_numberOfWords	body	body_numberOfWords
8514	415	martinsp	2011-05-06T12:41:42.000Z	[]	activerecord has-many finder-sql	7	models parent class parent activerecord base has-many finder classname finder-sql select children where parent parent class activerecord base sqlexception line exception sqlite mysql sqlite sqlite3 sqlexception result select expression select children children where select children where parent using	104
8514	417	tenderlove	2011-05-06T15:54:29.000Z	[]	mysql2 bind-variables	6	bind-variables mysql2 string-literals contain commit figure out bind mysql2	31
8514	426	dlee	2011-05-06T23:47:45.000Z	[]	 	7	put request using param override parameters line was post request post post processing html parameters authenticity-token commit save	73
8514	429	radar	2011-05-07T07:24:09.000Z	[]	fromfile field file	10	project tree which can this bundle-install bundle exec cucumber this find capybara step definitions web scope step definitions web inspect parameters controller this blink can blink use hyper versions this object paperclip file	160
460078	340	vojtajina	2011-05-07T16:52:10.000Z	[]	throw testing	4	blob master src service callback request testing this testing controller service request any exception callback expect scope service	70
8514	436	gbh	2011-05-07T17:51:38.000Z	[]	sprockets catch-all routes	8	this copy projects story short catch-all like this match sprockets serve assets rake routes show sprockets routes routes show routes sprockets routes any routes fix where	96
8514	443	mikegehard	2011-05-07T20:45:10.000Z	[]	fix warnings activesupport lighthouse	9	documents activesupport activesupport core bigdecimal yaml emit deprecated documents activesupport activesupport yaml emit deprecated emit	54
8514	453	slbug	2011-05-08T08:25:05.000Z	[]	master sprockets master	9	pre webrick call detach shutdown server home user bundler actionpack sprockets block levels class railtie undefined sprockets environment nomethoderror home user bundler activesupport activesupport lazyload instance-eval home user bundler activesupport activesupport lazyload execute hook home user bundler activesupport activesupport lazyload load home user bundler actionpack sprockets block class railtie home user bundler activesupport activesupport lazyload call home user bundler activesupport activesupport lazyload execute hook home user bundler activesupport activesupport lazyload block load home user bundler activesupport activesupport lazyload each home user bundler activesupport activesupport lazyload load home user bundler block module home user bundler instance exec home user bundler home user bundler block home user bundler each home user bundler home user bundler home user bundler railtie method-missing home user testapp config required home user bundler activesupport activesupport require home user bundler activesupport activesupport block require home user bundler activesupport activesupport block load home user bundler activesupport activesupport constants home user bundler activesupport activesupport load home user bundler activesupport activesupport require home user testapp block main home user bundler rack instance-eval home user bundler rack home user testapp home user testapp main home user bundler rack eval home user bundler rack file home user bundler rack home user bundler home user bundler rack home user bundler rack home user bundler home user bundler block required home user bundler tap home user bundler required require main pre	702
8514	470	rubys	2011-05-09T19:46:35.000Z	[]	identity-map	9	this can stories complete rails-3.1 point server point complete rails-3.1 cart cart set record disk point key identity-map line items where line items	129
8514	472	aaronchi	2011-05-09T20:21:22.000Z	[]	loaded	9	models associations tell loaded this has-many associations	36
8514	474	josevalim	2011-05-09T22:43:27.000Z	[]	identity-map default document	10	 	0
8514	475	farski	2011-05-10T01:44:13.000Z	[]	content-for	5	content-for block can view using either yield content-for far can tell yield this case helpers where yield like store view content-for result using yield helper can behavior setting content-for helper view yield either this documentation	157
8514	476	ericallam	2011-05-10T01:56:41.000Z	[]	cookiestore session shared	8	rack using cookie-session store production happening user set session set user user request session set user session user logged user user get logged user user user session session this cookiestore production replicate class client safari firefox activerecord store this using this devise gem devise git git ref where happening rack session implementation can this place happening production	218
8514	477	bensie	2011-05-10T04:53:00.000Z	[]	wrap parameters	5	where controller level params wrapper get admin user	45
8514	478	qoobaa	2011-05-10T08:16:38.000Z	[]	mass-assignment	2	goal attributes nomethoderror undefined stringify goal invitation goal ruby	50
8514	481	qoobaa	2011-05-10T09:27:19.000Z	[]	mass-assignment building model	6	jose except this can protected attributes goal goal invitation goal	32
8514	488	josevalim	2011-05-10T15:57:20.000Z	[]	fix templates generated	9	blob master rails-generators templates assets blob master rails-generators templates assets	31
8514	497	psli	2011-05-10T18:26:13.000Z	[]	encoding runner	5	encoding runner environment pre thin unicorn passenger except webrick ruby pre pre utf-8 require rubygems require host localhost port path this httprequest send request get path http host port request send request response complete response split response blank-line display pre pre info info gem list info worker ready info worker ready info master process ready info worker ready encoding ascii-8bit utf-8 activesupport buffered activesupport buffered block levels flush activesupport buffered each activesupport buffered block flush internal prelude synchronize activesupport buffered flush activesupport block flush activesupport each activesupport flush rack dispatch rack call rack call activesupport local call rack call rack-cache forward rack-cache fetch rack-cache lookup rack-cache call rack-cache call call railtie method-missing unicorn http process client unicorn http block worker unicorn http each unicorn http worker unicorn http block levels spawn unicorn http fork unicorn http block spawn unicorn http each unicorn http spawn unicorn http worker count unicorn http bin unicorn required bin unicorn load bin unicorn main pre	700
8514	508	wakeless	2011-05-11T06:00:53.000Z	[]	default-scope relation has-one	10	title patch which break activerecord test-suite this diff activerecord models activerecord models activerecord models activerecord models class membership member scope select	91
8514	511	timoschilling	2011-05-11T09:14:27.000Z	[]	rails-3.1 raiseerror production env	5	rails-3.1 raise production env actionview typeerror function	17
8514	520	lancecarlson	2011-05-11T15:53:49.000Z	[activerecord]	has-many-through order sql postgresql	10	back this projects unique uniq object membership renewal date compare against explicit this case can ambiguity membership this this behavior mysql this syntax this uniq select distinct date order date which solution uniq can get json json result testing this patch has-many order option sql which postgresql report select distinct order selectlist take model ruby class group activerecord base has-many order date uniq load fixture group using console can which sql generated sql select distinct inner-join where order date date select fieldlist diff fix diff case lighthouse ruby has-many-through has-many-through construct select select distinct distinct uniq selected select select distinct tablename selected select select distinct tablename selected order	457
8514	522	dhh	2011-05-11T19:48:35.000Z	[activerecord]	activerecord	7	class todo activerecord base default-scope where has-many comments class activerecord base default-scope where has-many todos comments todos activerecord mysql2 where-clause comments set where comments todos todos comments todo order	74
8514	526	bbuchalter	2011-05-12T11:46:20.000Z	[]	set identity-map	11	identity-map functionality polymorphic-associations this lighthouse projects recreate map activerecord ruby class activerecord migration create-table city state zipcode add add state add class activerecord migration create-table tax map reference location comments updated ownership add ownership models ruby class activerecord base has-one destroy class nested-attributes destroy attr-accessible attributes prefix validates-associated class activerecord base attr accessible city state zipcode state state prefix prefix city state zipcode console-output loading development-environment attributes city state zipcode commit sql insert-into ownership location comments tax map reference updated updated null null null null null null null sql insert-into city state updated zipcode null null commit tax map reference location comments updated ownership updated loaded identity-map city state zipcode updated sql-insert include loaded identity-map exit console access record loading development-environment load select where limit load select where limit	559
8514	529	samuelkadolph	2011-05-12T17:40:39.000Z	[]	get segment	8	playing beta package gem release version mount username this value segment controller maps mount username root module class applicationcontroller home render text params username curl username	98
8514	533	jonleighton	2011-05-12T20:15:35.000Z	[activerecord]	default-scope has-many	6	this pull-request default scope has-many relationship uniq relationship break	51
8514	539	flavorjones	2011-05-13T03:14:07.000Z	[]	sql	9	testcase join history history charles history assert history charles this generated-sql which like this select inner-join where charles table names database patch testcase diff activerecord associations join model activerecord associations join model activerecord associations join model activerecord associations join model require models vertex require models edge require models require models models models class activerecord testcase transactional fixtures savepoints class activerecord testcase assert post join history history charles history assert history charles private dynamic post models options find post post	286
8514	543	jonleighton	2011-05-13T13:28:42.000Z	[]	has-many	6	 	10
8514	544	byrnejb	2011-05-13T14:52:39.000Z	[]	handle timestamp infinity	7	ruby-1.8.7 concept infinity irb infinity infinity activerecord migration concept infinity postgresql adapter create-table default infinity null alter-table alter-table add timestamp timezone alter-table alter-column set storage alter-table alter-column set notnull alter-table alter-column setdefault infinity timestamp timezone default postgresql adapter infinity this ruby implementation date class coercion infinity date infinity date nomethoderror undefined date infinity irb date nomethoderror undefined date irb infinity trap override exception receiver effect this date date infinity timestamp versions postgresql gem handles this orm this	306
8514	545	nbibler	2011-05-13T15:36:13.000Z	[]	actiondispatch corrupt rack	8	this this actioncontroller caching production assets clients this using rack rack-cache actioncontroller caching production where actiondispatch activesupport rack return http response rack implementation rack future invalidation basic lifecycle like this request find file fingerprint append file store request response hash serve back client store header response request identify matching file request fingerprint header hash return hash forward rack request identify matching file request fingerprint header except find status return http rack back hash object rack rack except back object rack object object	291
8514	546	nickurban	2011-05-13T16:41:10.000Z	[actionpack]	can setdefault url options integration-tests	7	writing integration-tests url use default url options applicationcontroller next default url options environment can find any this integration-tests using scope use-case scope path prefix resources default url options path prefix path resolve controllers views integration prefix require helper class actiondispatch path prefix path rake-test integration get path prefix actioncontroller controller integration prefix path prefix case path prefix gets value params path prefix prefix like this default url options path prefix params path prefix	199
8514	552	agrobbin	2011-05-14T06:02:19.000Z	[]	polymorphic-associations abstract-class	8	defined abstract-class class access ruby models class user activerecord base class has-many settings models class user models class user models class setting activerecord base sql select where limit select settings settings where settings settings user user brand posting core input	134
8514	555	papipo	2011-05-14T10:23:34.000Z	[]	bundler exception	7	this multisite projects this output rakefile gemfile controllers multisite helpers multisite models views multisite assets assets config multisite multisite assets assets multisite append rakefile integration navigation vendor using rake using json using activesupport using bcrypt-ruby using builder using using activemodel using erubis using rack using rack-cache using using rack-test using using tilt using sprockets using tzinfo using actionpack using mime-types using polyglot using treetop using using actionmailer using arel using activerecord using activeresource using ansi using bundler using using execjs using using using thor using using jquery-rails using using sass using turn bundle complete use bundle show where gem bundle-install bundler exception offline dir bundle-install	276
8514	557	xiaohui-zhangxh	2011-05-14T11:17:47.000Z	[]	symbol has-many activerecord table names	13	model defined like this ruby class activerecord base table names has-many return nomethoderror undefined symbol blob master activerecord activerecord associations join function ruby table-alias reflection join alias alias suffix join join blob master activerecord activerecord associations alias ruby pluralize tablename activerecord table names table tablename activerecord table names alias return symbol value table-alias call alias suffix symbol	132
8514	558	agrobbin	2011-05-14T14:27:29.000Z	[]	actioncontroller named abstract model	8	pull actioncontroller abstract-class named controller user abstract model controller edit either logged ruby models class user activerecord base class controllers class applicationcontroller config wrap actioncontroller parameters format json having base definitions user edit resources activerecord mysql2 table show backtrace alex bundler activerecord activerecord connection mysql2 alex bundler activerecord activerecord connection mysql2 block execute alex bundler activerecord activerecord connection abstract block alex bundler activesupport activesupport notifications alex bundler activerecord activerecord connection abstract alex bundler activerecord activerecord connection mysql2 execute alex bundler activerecord activerecord connection mysql2 alex bundler activerecord activerecord connection abstract connection block levels alex bundler activerecord activerecord connection abstract connection connection alex bundler activerecord activerecord connection abstract connection block alex bundler activerecord activerecord yield alex bundler activerecord activerecord default alex bundler activerecord activerecord alex bundler activerecord activerecord names alex bundler actionpack actioncontroller metal params set wrapper defaults alex bundler actionpack actioncontroller metal params inherited alex bundler actionpack abstract controller routes block levels alex bundler actionpack actioncontroller block levels controllers required alex bundler activesupport activesupport load alex bundler activesupport activesupport block load file alex bundler activesupport activesupport constants alex bundler activesupport activesupport load file alex bundler activesupport activesupport require load alex bundler activesupport activesupport load alex bundler activesupport activesupport block const alex bundler activesupport activesupport each alex bundler activesupport activesupport const alex bundler activesupport activesupport inflector block alex bundler activesupport activesupport inflector each alex bundler activesupport activesupport inflector alex bundler activesupport activesupport block alex bundler activesupport activesupport yield alex bundler activesupport activesupport default alex bundler activesupport activesupport alex bundler actionpack actiondispatch routing controller reference alex bundler actionpack actiondispatch routing controller alex bundler actionpack actiondispatch routing call alex bundler actionpack actiondispatch routing call rack mount block call rack mount block rack mount each rack mount rack mount call alex bundler actionpack actiondispatch routing call omniauth call omniauth call omniauth call omniauth call alex bundler actionpack actiondispatch middleware standards call rack rack call rack rack call alex bundler actionpack actiondispatch middleware call alex bundler actionpack actiondispatch middleware params call alex bundler actionpack actiondispatch middleware call rack rack session abstract rack rack session abstract call alex bundler actionpack actiondispatch middleware call alex bundler activerecord active-record-query call alex bundler activerecord activerecord connection abstract connection call alex bundler activerecord activerecord identity call alex bundler actionpack actiondispatch middleware block call alex bundler activesupport activesupport call alex bundler activesupport activesupport alex bundler actionpack actiondispatch middleware call alex bundler actionpack actiondispatch middleware call rack rack call alex bundler actionpack actiondispatch middleware call alex bundler actionpack actiondispatch middleware show call alex bundler rack call rack rack call rack rack call alex bundler activesupport activesupport local call rack rack call alex bundler actionpack actiondispatch middleware call alex bundler call alex bundler rack call thin thin block pre process thin thin thin thin pre process thin thin process thin thin eventmachine eventmachine thin thin thin thin rack rack handler rack rack alex bundler alex bundler block required alex bundler tap alex bundler required require main let track this	1506
8514	559	jonleighton	2011-05-14T19:01:37.000Z	[]	activesupport	3	ruby commit	12
8514	562	josevalim	2011-05-14T23:05:59.000Z	[]	actionpack	6	 	0
8514	567	josevalim	2011-05-15T11:51:17.000Z	[]	use api methods	12	use names names default-implementation table exists controller	33
8514	586	lighthouse-import	2011-05-16T02:58:40.000Z	[activerecord]	add add associations	13	lighthouse projects utc add has-many which this add apply any patch add add request can	115
8514	776	lighthouse-import	2011-05-16T04:21:41.000Z	[activerecord]	reduce memory activerecord transactions	6	lighthouse projects utc this patch memory activerecord transactions introduction commit rollback records updated this can lead memory transactions weak-references this garbage callback	90
8514	796	lighthouse-import	2011-05-16T04:25:57.000Z	[]	has-many associations parent	15	lighthouse projects utc model has-many using validationexception can ruby class activerecord base user user this class user activerecord base has-many has-many user this activerecord expect this activerecord expect this raise expect using	152
8514	869	lighthouse-import	2011-05-16T04:36:43.000Z	[]	actiondispatch http-parameters encoding params file	13	lighthouse projects utc submit textfield file chars tracking actiondispatch encoding string utf-8 actiondispatch http-parameters encode params private file params encoding utf-8 ascii-8bit encoding arel nodes monkey actiondispatch http like ruby hash hash encoding utf-8 hash hash head hash raise required let this	169
8514	882	lighthouse-import	2011-05-16T04:39:51.000Z	[railties]	patch loading rake-task	11	lighthouse projects utc info except rails-console rake patch this rake versions using ruby-1.8.7 rails-generate model rails-generate rake migrate config file ruby touch ruby task environment rake ruby src models	152
8514	950	lighthouse-import	2011-05-16T04:48:23.000Z	[]	activerecord dot period condition value	11	lighthouse projects utc barebones this this where this fix any this model model order scope set where condition models class activerecord base has-many items class activerecord base default-scope order ordinal items items items loaded ordinal each period order scope this git-clone git rake migrate seed	207
8514	954	lighthouse-import	2011-05-16T04:48:51.000Z	[]	behavior	6	lighthouse projects utc activerecord associations behavior ruby class user activerecord base has-many class activerecord base user friend classname user user friend user like associations like this master	134
8514	988	lighthouse-import	2011-05-16T05:31:40.000Z	[activerecord]	commit	8	lighthouse projects utc callback commit file file was commit get activesupport class-eval activesupport syntax-error include action this commit commit callback overrides using methods using alias-method dry controllers before-filter	172
8514	1101	josevalim	2011-05-17T16:22:07.000Z	[]	sass include rack-middleware sprockets	11	 	2
8514	1125	trevorburnham	2011-05-18T14:26:14.000Z	[]	coffeescript bare	4	rails-3.1 beta can like this alert coffeescript scoping resources shared window global was sprockets was wrapper global-scope having time-tracking this sprockets tilt gem bare default where	117
8514	1143	marioricalde	2011-05-19T11:30:39.000Z	[actionpack]	relative render partial	5	relative partial path relative view directory let directory-structure view shared header partial shared header shared header header render partial header header shared header this organized view directory less root having time organization this goal	120
8514	1144	josevalim	2011-05-19T12:00:07.000Z	[]	middleware stack include rack	7	this this rack sendfile middleware	16
8514	1148	andriytyurnikov	2011-05-19T13:25:05.000Z	[]	proxy	6	proxy owner extend associations	17
8514	1149	andriytyurnikov	2011-05-19T13:25:59.000Z	[]	url-for http-streaming	6	this case-when url-for exception render stream class-method stream effect config line listen tcp trace actionview class lang url-for host port image flags png bundler actionpack actiondispatch routing raise routing bundler actionpack actiondispatch routing bundler actionpack actiondispatch routing bundler actionpack actiondispatch routing bundler actionpack actiondispatch routing url-for bundler actionpack actiondispatch routing url bundler actionpack actionview helpers url url-for views shared views html views shared each views shared views html bundler actionpack actionview block render bundler activesupport activesupport bundler actionpack actionview render bundler actionpack actionview renderer partial partial bundler actionpack actionview renderer partial block levels render bundler actionpack actionview renderer abstract bundler activesupport activesupport block bundler activesupport activesupport notifications bundler activesupport activesupport bundler actionpack actionview renderer abstract bundler actionpack actionview renderer partial block render bundler actionpack actionview renderer abstract formats bundler actionpack actionview renderer partial render bundler actionpack actionview renderer partial bundler actionpack actionview renderer render bundler actionpack actionview helpers rendering views views html erb bundler actionpack actionview render bundler activesupport activesupport bundler actionpack actionview bundler actionpack actionview renderer streaming block levels render	594
8514	1196	jeg2	2011-05-22T00:01:36.000Z	[actionview]	setdefault formbuilder	6	this config formbuilder put block any requires builder configuration this can put require config nothing can reason either render	92
8514	1207	siyo92	2011-05-22T10:27:33.000Z	[]	image assets load	7	can access any image assets rails-3.1 beta server return http header image out seconds css assets load rails-3.1 webrick windows ruby get assets pid request info request url assets request get status request-headers text html application.xml iso-8859-1 utf-8 gzip deflate cache-control connection keep-alive host localhost range user-agent mozilla windows wow64 like gecko safari response-headers cache-control public connection keep-alive content-length content-type image png date sun gmt etag last-modified sun gmt server webrick ruby-1.9.2 x-ua-compatible edge internet-explorer result bit get assets pid errno econnreset connection was remote-host ruby ruby-1.9.1 webrick eof ruby ruby-1.9.1 webrick ruby ruby-1.9.1 webrick block	281
8514	1233	pixeltrix	2011-05-23T17:43:29.000Z	[activerecord;;regression]	default-scope	5	models ruby class menu activerecord base has-many owner default scope class activerecord base menu load this regression has-many where execute default-scope can find reflection add details failing-tests	80
8514	1242	rpallai	2011-05-24T00:19:59.000Z	[]	block memory allocation view	10	memory any helper yield this ram shared server ram controller fill config put sample views server wget	78
8514	1264	pixeltrix	2011-05-24T13:18:51.000Z	[activerecord]	default-scope class stack-level deep	10	model ruby class activerecord base scope visible where visible scope visible model stack-level deep default-scope default-scope visible raise regression default-scope class-method	68
8514	1272	ericallam	2011-05-24T17:01:44.000Z	[activerecord;;regression]	order	7	model default-scope order clause sql object user model default-scope ruby class user activerecord base scope order this sql select order limit user load select order limit user load select order limit like order default-scope effects relationship call	137
8514	1289	xanview	2011-05-25T05:58:14.000Z	[]	memory out seconds	8	step ubuntu-11.04 ruby rvm install scaffold string rake migrate step curl value content-type json json value updated curl step memory use out seconds curl doctype html html lang head meta utf-8 title actioncontroller exception title background-color font-size pre background-color padding font-size visited hover background-color head pre file load home controllers pre home href onclick block return trace href onclick block return trace href onclick block return trace display block pre pre display pre activesupport activesupport load activesupport activesupport block load file activesupport activesupport constants activesupport activesupport load file activesupport activesupport require load activesupport activesupport load activesupport activesupport block const activesupport activesupport each activesupport activesupport const activesupport activesupport inflector block activesupport activesupport inflector each activesupport activesupport inflector activesupport activesupport block activesupport activesupport yield activesupport activesupport default activesupport activesupport actionpack actiondispatch routing controller reference actionpack actiondispatch routing controller actionpack actiondispatch routing call rack mount block call rack mount block rack mount each rack mount rack mount call actionpack actiondispatch routing call actionpack actiondispatch middleware standards call rack rack call rack rack call actionpack actiondispatch middleware call actionpack actiondispatch middleware params call actionpack actiondispatch middleware call rack rack session abstract rack rack session abstract call actionpack actiondispatch middleware call activerecord active-record-query call activerecord activerecord connection abstract connection call actionpack actiondispatch middleware block call activesupport activesupport call activesupport activesupport actionpack actiondispatch middleware call actionpack actiondispatch middleware call rack rack call actionpack actiondispatch middleware call actionpack actiondispatch middleware show call rack call rack rack call rack rack call activesupport activesupport local call rack rack call actionpack actiondispatch middleware call rack call call rack call rack rack handler service local rvm ruby-1.9.1 webrick service local rvm ruby-1.9.1 webrick local rvm ruby-1.9.1 webrick block pre display pre activesupport activesupport load activesupport activesupport block load file activesupport activesupport constants activesupport activesupport load file activesupport activesupport require load activesupport activesupport load activesupport activesupport block const activesupport activesupport each activesupport activesupport const activesupport activesupport inflector block activesupport activesupport inflector each activesupport activesupport inflector activesupport activesupport block activesupport activesupport yield activesupport activesupport default activesupport activesupport actionpack actiondispatch routing controller reference actionpack actiondispatch routing controller actionpack actiondispatch routing call rack mount block call rack mount block rack mount each rack mount rack mount call actionpack actiondispatch routing call actionpack actiondispatch middleware standards call rack rack call rack rack call actionpack actiondispatch middleware call actionpack actiondispatch middleware params call actionpack actiondispatch middleware call rack rack session abstract rack rack session abstract call actionpack actiondispatch middleware call activerecord active-record-query call activerecord activerecord connection abstract connection call actionpack actiondispatch middleware block call activesupport activesupport call activesupport activesupport actionpack actiondispatch middleware call actionpack actiondispatch middleware call rack rack call actionpack actiondispatch middleware call actionpack actiondispatch middleware show call rack call rack rack call rack rack call activesupport activesupport local call rack rack call actionpack actiondispatch middleware call rack call call rack call rack rack handler service local rvm ruby-1.9.1 webrick service local rvm ruby-1.9.1 webrick local rvm ruby-1.9.1 webrick block pre request parameters pre pre href onclick session dump block return show session dump session dump display pre pre href onclick env dump block return show env dump env dump display pre gateway interface cgi http remote-host server-name server http-1.1 pre response pre pre html any	1527
8514	1291	timoschilling	2011-05-25T08:04:51.000Z	[]	output	6	outputcache status messages apache passenger production env get assets get assets get get get	37
8514	1306	dhh	2011-05-25T17:28:35.000Z	[]	default-scope	5	class activerecord base default-scope where has-many todos comments todos class todo activerecord base default scope where has-many comments class activerecord base activerecord mysql2 where-clause comments set where comments todos todos order	82
460078	351	idosela	2011-05-25T21:09:34.000Z	[]	binding	8	markup button firefox html init scope button button	28
460078	354	idosela	2011-05-25T21:30:08.000Z	[]	 	12	reload controller user search criteria this state controller	35
460078	355	groner	2011-05-25T22:41:29.000Z	[]	class reset element	9	class compile-time target element whenever eval any element was compiled reset this selectable widget	51
8514	1326	paneq	2011-05-26T09:53:32.000Z	[]	singular setter postgresql	13	string sql ruby class function activerecord base short string path string hidden boolean datetime updated datetime class role activerecord base short string system boolean datetime updated datetime function short path permissions hidden utc updated utc administrator activerecord line where function roles select roles roles inner-join function roles roles function roles where function roles home activerecord connection abstract rescue home activerecord connection abstract home activerecord connection postgresql execute home activerecord connection postgresql select home activerecord connection postgresql select home activerecord connection abstract database selectall home activerecord connection abstract selectall home activerecord find-by-sql home activerecord home activerecord-relation finder home activerecord-relation finder find home activerecord find home activerecord associations has-many-through block find target home activerecord scope home activerecord associations scope home activerecord associations has-many-through find target home activerecord associations load target home activerecord associations replace home activerecord block accessor methods home activerecord block accessor methods irb home home home required require main	528
8514	1360	gbh	2011-05-27T18:41:16.000Z	[activerecord;;regression]	double save	7	this this this exists master branch class activerecord base has-many class activerecord base before-save save class activesupport testcase save this output next output reason save any this happening	173
8514	1363	vorontsovie	2011-05-27T20:43:47.000Z	[activerecord]	class-names associations	7	models ruby class user activerecord base class activerecord base owner classname user user controller ruby user message undefined match user symbol classname user string types	62
8514	1374	dnagir	2011-05-28T11:56:19.000Z	[activesupport]	character utf-8 ascii-8bit	6	gem install rdoc documentation message character utf-8 ascii-8bit rdoc args home doc rdoc documentation	51
8514	1381	dnagir	2011-05-28T17:08:53.000Z	[]	preserve compiled assets filestructure	4	rails-sprockets dump assets assets assets bin public assets reason directory structure using path	64
8514	1395	fonsan	2011-05-29T15:57:25.000Z	[activerecord;;regression]	default-scope select aggregation	7	this regression pull output time next	44
8514	1399	kenn	2011-05-29T20:04:07.000Z	[activerecord]	case-sensitive equality-operator binary mysql	8	time fix this activerecord this block case-sensitive equality-operator binary which validates-uniqueness-of records seconds case case-sensitive equality-operator mysql collation case like unicode bin which add case-sensitive option case time	113
8514	1402	paneq	2011-05-30T08:49:24.000Z	[activerecord]	convention models rails-3.1	11	release was conventions models convention was group convention was expand translation convention uses	88
8514	1419	amatsuda	2011-05-31T08:24:25.000Z	[activerecord;;regression]	proxy target	9	activerecord defined proxy target target scope ruby class author activerecord base has-many scope class activerecord base author scope any scope ruby title author title scope author title title author title model author title ruby author title this master scope named-scope	176
8514	1420	acapilleri	2011-05-31T11:15:04.000Z	[activerecord;;regression]	names word pluralize	11	class activerecord base mysql2 table show pluralize names except names word ruby	47
8514	1429	gucki	2011-05-31T18:10:55.000Z	[]	proper models	5	models class invoice activerecord base has-many invoice items class activerecord base invoice routes this resources invoices resources invoice items use items generated url helpers invoice invoice path invoice notice double invoice invoice models like this class invoice activerecord base has-many items classname invoice class invoice activerecord base invoice routes this resources invoices resources items module invoice named url helpers can use dynamic invoice controller path hash set invoice invoice get exception this	185
8514	1431	dhh	2011-05-31T19:47:36.000Z	[]	verify therubyracer uglifier nice	8	therubyracer final	22
8514	1442	cjbottaro	2011-06-01T04:35:07.000Z	[actionpack]	sprockets require subdirs	8	javascript assets dir like this line require assets compiled javascript include move out dir require require require require put statements sprockets gem like processing require	99
8514	1452	dreamr	2011-06-01T20:43:18.000Z	[actionpack]	rails-3.1 edge actiondispatch cookies was this was back client http-headers	25	this streaming whenever post usersession using authlogic request specs cucumber controller specs rendering views this flash time this maybe this weekend gets	71
